file	kit ID
data/annotation/4ab5932245033e937038c8c47010e4ab.best.xml	56a0039e0000000000000028
data/annotation/29434386900a2b0487e89f7f59fff5e2.best.xml	56a0039f0000000000000029
data/annotation/3edaa766b878b95bbf2401558c7120ae.best.xml	56a003a00000000000000030
data/annotation/0426f2e7e5ffe3a0ac7ef31d2d55420c.best.xml	56a003a10000000000000031
data/annotation/cce8e0daa53b35368b27e368f96be75b.best.xml	56a003a20000000000000032
data/annotation/8d7bf7c0588378abc5d47f1746de845b.best.xml	56a003a30000000000000033
data/annotation/7c48af91529f284860fdab3e222fff25.best.xml	56a003a40000000000000034
data/annotation/7b5c935f7671391a5f4463832794af51.best.xml	56a003a50000000000000035
data/annotation/d889c0271e671fe88856d3a8094ab397.best.xml	56a003a60000000000000036
data/annotation/e3bae6e2b82fca2f9da5cf2b69d5927c.best.xml	56a003a80000000000000037
